STATION,STATION_NAME,DATE,PRCP,TAVG,TMAX,TMIN,State
GHCND:MXM00076423,DURANGO DGO. MX,20130302,0.0,9.2,21.5,0.2,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20170220,1.0,9.3,21.5,0.2,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20131227,2.3,9.4,21.5,0.2,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20170217,0.5,9.4,21.5,0.2,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20141126,0.0,6.8,21.6,-3.1,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20120111,0.0,7.1,21.6,-3.1,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20111129,0.0,7.2,21.6,-3.1,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20110116,0.0,9.4,21.6,-0.7,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20131229,0.0,10.5,21.6,2.0,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20161208,0.0,11.2,21.6,6.0,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150107,0.0,11.2,21.6,2.0,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20140107,0.0,11.3,21.6,2.8,Baja California
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20120110,0.0,11.6,21.6,4.5,Coahuila
GHCND:MXM00076548,TAMPICO TAMPS MX,20150306,0.0,11.7,21.6,10.4,Tampico
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20140115,0.0,11.8,21.6,6.8,Puebla
GHCND:MXM00076848,COMITAN CHIS. MX,20150129,0.0,12.1,21.6,7.5,Chiapas
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20141127,0.0,12.3,21.6,1.2,Coahuila
GHCND:MXM00076423,DURANGO DGO. MX,20160105,0.0,12.4,21.6,3.4,Durango
GHCND:MX000076577,GUANAJUATO MX,20140105,0.0,12.4,21.6,5.5,Guanajuato
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20150318,0.0,12.5,21.6,0.1,Chihuahua
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20160204,0.0,12.8,21.6,5.0,Coahuila
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20110124,0.0,12.8,21.6,1.9,Zacatecas
GHCND:MX000076577,GUANAJUATO MX,20131127,0.0,13.4,21.6,6.8,Guanajuato
GHCND:MXM00076423,DURANGO DGO. MX,20150108,5.3,13.9,21.6,8.5,Durango
GHCND:MX000076577,GUANAJUATO MX,20150107,0.0,14.6,21.6,9.2,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20130105,0.0,14.7,21.6,7.9,Guanajuato
GHCND:MXM00076848,COMITAN CHIS. MX,20111203,0.0,14.8,21.6,7.8,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20150201,0.0,14.9,21.6,9.6,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20140112,0.8,15.0,21.6,10.6,Guanajuato
GHCND:MX000016144,ZAMORA MX,20131229,3.3,15.2,21.6,9.4,Michoacan
GHCND:MXM00076848,COMITAN CHIS. MX,20121121,0.0,15.4,21.6,7.4,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20140109,0.0,15.4,21.6,8.9,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20160104,0.0,15.4,21.6,13.8,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20140125,0.0,15.5,21.6,10.3,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20150703,1.8,15.7,21.6,14.5,Guanajuato
GHCND:MXM00076548,TAMPICO TAMPS MX,20150101,17.3,15.8,21.6,13.6,Tampico
GHCND:MXM00076848,COMITAN CHIS. MX,20141119,0.5,15.9,21.6,13.1,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20141207,0.0,15.9,21.6,12.0,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20120201,0.0,16.1,21.6,13.0,Chiapas
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20160928,6.9,16.2,21.6,13.8,Puebla
GHCND:MXM00076848,COMITAN CHIS. MX,20131212,0.0,16.3,21.6,12.8,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20141121,0.0,16.9,21.6,13.4,Chiapas
GHCND:MXM00076548,TAMPICO TAMPS MX,20131129,0.0,17.2,21.6,9.2,Tampico
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20141203,0.0,17.4,21.6,14.7,Baja California
GHCND:MXM00076848,COMITAN CHIS. MX,20161104,2.5,17.5,21.6,14.9,Chiapas
GHCND:MXM00076548,TAMPICO TAMPS MX,20170216,0.0,18.9,21.6,16.8,Tampico
GHCND:MX000076577,GUANAJUATO MX,20141128,0.0,7.9,21.7,1.5,Guanajuato
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20121211,0.0,11.9,21.7,3.8,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20121127,0.0,13.7,21.7,4.8,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120202,0.0,14.3,21.7,1.7,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20121219,0.0,14.4,21.7,7.1,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20140206,0.0,14.6,21.7,7.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170227,0.0,14.8,21.7,8.0,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170218,0.0,14.9,21.7,11.6,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170119,0.0,15.2,21.7,4.2,Baja California
GHCND:MXM00076848,COMITAN CHIS. MX,20150308,0.0,15.3,21.7,11.6,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20111208,0.0,15.5,21.7,10.3,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20111101,0.0,15.7,21.7,11.2,Chiapas
GHCND:MX000076458,COLONIA JUAN CARRAS MX,20111225,0.0,15.9,21.7,9.3,Sinaloa
GHCND:MXM00076848,COMITAN CHIS. MX,20121201,0.0,16.1,21.7,12.1,Chiapas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20111119,0.0,16.1,21.7,7.4,Zacatecas
GHCND:MXM00076848,COMITAN CHIS. MX,20121117,0.0,16.4,21.7,11.7,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20151206,0.0,16.6,21.7,12.9,Chiapas
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120126,0.0,11.5,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140108,0.0,11.5,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140112,0.5,11.5,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20141210,0.0,11.6,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20160114,2.8,11.6,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120213,0.0,11.7,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20131229,7.6,11.7,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20141127,0.0,11.7,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20160127,0.0,11.7,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120107,0.0,11.9,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140101,0.0,11.9,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20150202,0.0,11.9,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20130303,0.0,12.0,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20150110,0.0,12.0,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20160311,0.0,12.0,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20130118,0.0,12.1,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120131,7.1,12.2,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120216,1.0,12.2,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20121226,0.0,12.2,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20141129,0.0,12.2,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20151219,0.0,12.2,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20160108,0.0,12.2,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20130302,0.0,12.3,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140104,0.0,12.3,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20170110,0.0,12.3,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120104,0.0,12.4,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140113,1.5,12.4,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140115,0.0,12.4,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20150203,4.1,12.4,21.7,4.5,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20160117,0.0,12.4,21.7,4.5,Aguascalientes
GHCND:MXM00076548,TAMPICO TAMPS MX,20140104,0.0,15.5,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20150125,0.0,15.5,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20121211,0.0,15.6,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20140206,0.0,15.6,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20131217,0.0,15.7,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20150123,0.0,15.7,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20130107,0.0,15.8,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20140101,0.0,15.8,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20140126,0.0,15.8,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20130118,0.0,15.9,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20121230,0.0,16.1,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20131229,0.0,16.1,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20140116,0.0,16.1,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20160105,0.0,16.1,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20160127,0.0,16.1,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20111208,0.0,16.2,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20161221,0.0,16.2,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20170130,0.0,16.2,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20120115,0.0,16.3,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20131212,0.0,16.3,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20141126,0.0,16.3,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20150204,0.0,16.3,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20131125,0.0,16.4,21.8,12.4,Tampico
GHCND:MXM00076548,TAMPICO TAMPS MX,20150219,0.0,16.4,21.8,12.4,Tampico
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20151228,0.0,6.3,21.8,-1.4,Coahuila
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20110202,0.0,6.9,21.8,-2.6,Chihuahua
GHCND:MXM00076423,DURANGO DGO. MX,20130116,0.0,7.0,21.8,-2.6,Durango
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111206,0.0,7.2,21.8,-3.2,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111229,0.0,9.3,21.8,-3.5,Chihuahua
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170108,0.0,9.6,21.8,0.2,Zacatecas
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110202,0.0,10.1,21.8,1.3,Baja California
GHCND:MX000076577,GUANAJUATO MX,20150311,11.7,10.7,21.8,6.4,Guanajuato
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20110109,0.0,10.9,21.8,2.1,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20110110,0.0,10.9,21.8,2.0,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20120105,0.0,11.3,21.8,3.8,Chihuahua
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20120113,0.0,11.5,21.8,3.7,Coahuila
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20170108,0.0,11.6,21.8,3.1,Puebla
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170124,0.0,11.8,21.8,3.8,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20161112,0.0,11.8,21.8,8.4,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131213,0.0,11.9,21.8,3.6,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20170219,0.0,11.9,21.8,2.1,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111211,0.0,12.0,21.8,2.4,Baja California
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20131230,0.0,12.2,21.8,6.0,Coahuila
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20150108,0.0,12.4,21.8,6.6,Puebla
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20150202,0.0,12.4,21.8,2.0,Puebla
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170117,0.0,12.6,21.8,5.8,Zacatecas
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20141226,0.0,12.7,21.8,1.0,Aguascalientes
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20131226,0.0,12.9,21.8,5.6,Puebla
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131224,0.0,13.1,21.8,4.6,Baja California
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140109,0.0,13.2,21.8,3.0,Aguascalientes
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110225,0.0,13.4,21.8,5.3,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161123,0.0,13.4,21.8,6.8,Zacatecas
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140106,0.0,13.5,21.8,5.6,Aguascalientes
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20141102,0.0,13.7,21.8,6.0,Puebla
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110224,0.0,13.8,21.8,5.2,Baja California
GHCND:MX000076577,GUANAJUATO MX,20140106,0.0,13.8,21.8,7.0,Guanajuato
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20120209,2.0,13.9,21.8,9.8,Coahuila
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140105,0.0,14.1,21.8,3.2,Aguascalientes
GHCND:MX000016144,ZAMORA MX,20131226,1.0,14.1,21.8,8.8,Michoacan
GHCND:MX000076577,GUANAJUATO MX,20131023,0.0,14.6,21.8,11.4,Guanajuato
GHCND:MXM00076625,QUERETARO INTERCONTINENTAL MX,20121211,0.0,14.7,21.8,9.6,Queretaro
GHCND:MXM00076423,DURANGO DGO. MX,20150216,0.0,14.9,21.8,7.5,Durango
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150201,10.2,15.1,21.8,12.0,Coahuila
GHCND:MXM00076848,COMITAN CHIS. MX,20160322,0.0,15.3,21.8,12.6,Chiapas
GHCND:MX000014066,GUADALAJARA MX,20130118,0.0,15.4,21.8,9.6,Jalisco
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111107,0.0,15.5,21.8,6.2,Baja California
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130513,0.0,15.6,21.8,9.2,Chihuahua
GHCND:MXM00076848,COMITAN CHIS. MX,20161228,0.0,16.0,21.8,12.9,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20130108,1.0,16.1,21.8,13.8,Chiapas
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20121104,0.0,16.1,21.8,9.6,Puebla
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161027,0.0,16.3,21.8,7.6,Zacatecas
GHCND:MX000014066,GUADALAJARA MX,20161112,0.5,16.5,21.8,13.0,Jalisco
GHCND:MXM00076848,COMITAN CHIS. MX,20161126,0.0,16.8,21.8,13.4,Chiapas
GHCND:MXM00076685,HERMANOS SERDAN INTERNATIONAL MX,20110702,0.0,17.2,21.8,13.6,Puebla
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20160815,0.0,18.3,21.8,13.6,Zacatecas
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160818,0.0,19.6,21.8,17.0,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111210,0.0,12.6,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160108,0.0,12.6,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170104,0.0,12.7,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110209,0.0,12.8,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20111108,0.0,12.8,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20110221,0.0,12.9,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160308,0.0,12.9,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150106,0.0,13.0,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20140101,0.0,13.1,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170118,0.0,13.1,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20120320,0.0,13.2,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130226,0.0,13.2,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150302,0.0,13.2,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20160106,2.0,13.2,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20130214,0.0,13.3,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20161229,0.0,13.3,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170108,0.0,13.4,21.8,5.4,Baja California
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20170219,0.0,13.4,21.8,5.4,Baja California
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170216,0.0,10.4,21.9,1.2,Zacatecas
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20131225,0.0,10.8,21.9,-1.0,Chihuahua
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20120117,0.0,10.9,21.9,1.9,Baja California
GHCND:MX000076577,GUANAJUATO MX,20160207,0.0,12.7,21.9,6.6,Guanajuato
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20151201,0.0,13.2,21.9,9.0,Chihuahua
GHCND:MXM00076625,QUERETARO INTERCONTINENTAL MX,20151207,0.0,13.3,21.9,10.0,Queretaro
GHCND:MX000076577,GUANAJUATO MX,20141223,0.0,13.6,21.9,7.7,Guanajuato
GHCND:MXM00076848,COMITAN CHIS. MX,20170130,0.0,13.9,21.9,10.9,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20110126,0.0,14.0,21.9,4.8,Guanajuato
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120113,0.0,14.4,21.9,2.3,Zacatecas
GHCND:MX000076577,GUANAJUATO MX,20131223,0.0,15.1,21.9,10.3,Guanajuato
GHCND:MXM00076848,COMITAN CHIS. MX,20111204,0.0,15.6,21.9,11.5,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20111031,0.0,16.1,21.9,11.2,Chiapas
GHCND:MXM00076848,COMITAN CHIS. MX,20121122,0.0,16.3,21.9,9.2,Chiapas
GHCND:MX000076577,GUANAJUATO MX,20130812,0.0,16.9,21.9,14.0,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20170118,0.0,17.1,21.9,8.2,Guanajuato
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130919,55.4,18.7,21.9,16.4,Chihuahua
GHCND:MX000076577,GUANAJUATO MX,20111111,0.0,11.6,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20131130,0.0,11.6,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20131114,1.5,11.7,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20120212,21.1,11.8,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20140122,0.0,11.9,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20160129,0.0,11.9,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20160210,0.0,11.9,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20120210,0.0,12.1,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20131113,0.0,12.1,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20131225,1.0,12.1,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20120107,0.0,12.2,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20131229,0.0,12.2,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20140108,0.0,12.2,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20160114,0.0,12.3,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20131128,0.0,12.4,22.0,5.5,Guanajuato
GHCND:MX000076577,GUANAJUATO MX,20140101,0.8,12.4,22.0,5.5,Guanajuato
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20130108,0.0,7.7,22.0,-0.8,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160206,0.0,7.7,22.0,-4.4,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20160122,0.0,8.5,22.0,-3.4,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111216,0.0,8.6,22.0,0.3,Chihuahua
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20111220,0.0,9.5,22.0,1.1,Chihuahua
GHCND:MXM00076423,DURANGO DGO. MX,20160110,0.0,9.8,22.0,-3.8,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20131214,0.0,10.1,22.0,4.2,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20160115,0.0,10.2,22.0,-0.5,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20141228,0.0,10.4,22.0,3.6,Durango
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150306,0.0,10.7,22.0,6.6,Coahuila
GHCND:MXM00076423,DURANGO DGO. MX,20131224,0.0,10.7,22.0,1.0,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20130123,0.8,10.8,22.0,2.8,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20140111,0.0,10.9,22.0,-1.2,Durango
GHCND:MXM00076423,DURANGO DGO. MX,20140129,0.0,11.0,22.0,3.0,Durango
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20140106,0.0,11.1,22.0,7.0,Coahuila
GHCND:MXM00076848,COMITAN CHIS. MX,20170110,0.0,11.4,22.0,8.4,Chiapas
GHCND:MXM00076423,DURANGO DGO. MX,20131230,0.0,11.4,22.0,2.0,Durango
GHCND:MX000076577,GUANAJUATO MX,20160209,0.0,11.6,22.0,3.6,Guanajuato
GHCND:MXM00076423,DURANGO DGO. MX,20161109,0.0,11.7,22.0,6.2,Durango
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161207,0.0,11.8,22.0,1.1,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170110,0.0,11.8,22.0,4.6,Zacatecas
GHCND:MXM00076423,DURANGO DGO. MX,20160106,0.0,12.1,22.0,1.0,Durango
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20120106,0.0,12.3,22.0,3.0,Aguascalientes
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20131113,0.0,12.5,22.0,9.6,Aguascalientes
GHCND:MXM00076323,HIDALGO DEL PARRAL CHIH. MX,20121124,2.3,12.5,22.0,5.0,Chihuahua
GHCND:MX000014066,GUADALAJARA MX,20140104,0.0,12.7,22.0,6.5,Jalisco
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20120207,0.0,12.8,22.0,2.0,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20161210,0.0,12.9,22.0,2.5,Zacatecas
GHCND:MXM00076471,SOMBRERETE ZAC. MX,20170310,0.3,12.9,22.0,5.6,Zacatecas
GHCND:MXM00076625,QUERETARO INTERCONTINENTAL MX,20110112,0.0,13.0,22.0,9.0,Queretaro
GHCND:MXM00076423,DURANGO DGO. MX,20121231,0.0,13.2,22.0,4.9,Durango
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20150305,0.0,13.3,22.0,6.2,Baja California
GHCND:MXM00076423,DURANGO DGO. MX,20150318,0.0,13.3,22.0,3.3,Durango
GHCND:MX000076577,GUANAJUATO MX,20150313,0.0,13.3,22.0,4.5,Guanajuato
GHCND:MXM00076571,JESUS TERAN INTERNATIONAL MX,20140110,0.0,13.4,22.0,2.6,Aguascalientes
GHCND:MXM00076382,TORREON INTERNATIONAL MX,20150105,0.0,13.4,22.0,5.8,Coahuila
GHCND:MXM00076040,EJIDO NUEVO LEON BC. MX,20140201,0.0,13.7,22.0,5.8,Baja California
GHCND:MX000076577,GUANAJUATO MX,20131222,0.0,13.7,22.0,8.2,Guanajuato
